"","Country","Code","Year","SDG_sub","Value"
"156","Bangladesh","BGD",2008,"14_1_1",47.0212862421509
"157","Bangladesh","BGD",2009,"14_1_1",48.3190896107724
"158","Bangladesh","BGD",2010,"14_1_1",47.8487067304423
"159","Bangladesh","BGD",2011,"14_1_1",47.2706458413619
"160","Bangladesh","BGD",2012,"14_1_1",46.6019087343867
"161","Bangladesh","BGD",2013,"14_1_1",47.9677192664294
"162","Bangladesh","BGD",2014,"14_1_1",48.00172284814
"163","Bangladesh","BGD",2015,"14_1_1",48.8291433364314
"164","Bangladesh","BGD",2016,"14_1_1",48.863146918142
"165","Bangladesh","BGD",2017,"14_1_1",60.7922925458283
"166","Bangladesh","BGD",2018,"14_1_1",62.2701342862912
"167","Bangladesh","BGD",2019,"14_1_1",59.6745275490482
"168","Bangladesh","BGD",2020,"14_1_1",59.6745275490482
"169","Bangladesh","BGD",2000,"14_2_1",0
"170","Bangladesh","BGD",2001,"14_2_1",0
"171","Bangladesh","BGD",2002,"14_2_1",0
"172","Bangladesh","BGD",2003,"14_2_1",0
"173","Bangladesh","BGD",2004,"14_2_1",0
"174","Bangladesh","BGD",2005,"14_2_1",0
"175","Bangladesh","BGD",2006,"14_2_1",0
"176","Bangladesh","BGD",2007,"14_2_1",0
"177","Bangladesh","BGD",2008,"14_2_1",0
"178","Bangladesh","BGD",2009,"14_2_1",0
"179","Bangladesh","BGD",2010,"14_2_1",0
"180","Bangladesh","BGD",2011,"14_2_1",0
"181","Bangladesh","BGD",2012,"14_2_1",0
"182","Bangladesh","BGD",2013,"14_2_1",0
"183","Bangladesh","BGD",2014,"14_2_1",0
"184","Bangladesh","BGD",2015,"14_2_1",0
"185","Bangladesh","BGD",2016,"14_2_1",0
"186","Bangladesh","BGD",2017,"14_2_1",0
"187","Bangladesh","BGD",2018,"14_2_1",0
"188","Bangladesh","BGD",2019,"14_2_1",0
"189","Bangladesh","BGD",2020,"14_2_1",0
"190","Bangladesh","BGD",2000,"14_5_1",25.18675
"191","Bangladesh","BGD",2001,"14_5_1",25.78079
"192","Bangladesh","BGD",2002,"14_5_1",25.78079
"193","Bangladesh","BGD",2003,"14_5_1",25.78079
"194","Bangladesh","BGD",2004,"14_5_1",25.78079
"195","Bangladesh","BGD",2005,"14_5_1",25.78079
"196","Bangladesh","BGD",2006,"14_5_1",25.78079
"197","Bangladesh","BGD",2007,"14_5_1",25.78079
"198","Bangladesh","BGD",2008,"14_5_1",25.78079
"199","Bangladesh","BGD",2009,"14_5_1",25.78079
"200","Bangladesh","BGD",2010,"14_5_1",25.78079
"201","Bangladesh","BGD",2011,"14_5_1",25.85321
"202","Bangladesh","BGD",2012,"14_5_1",25.85321
"203","Bangladesh","BGD",2013,"14_5_1",25.85321
"204","Bangladesh","BGD",2014,"14_5_1",25.85321
"205","Bangladesh","BGD",2015,"14_5_1",25.85321
"206","Bangladesh","BGD",2016,"14_5_1",25.85321
"207","Bangladesh","BGD",2017,"14_5_1",25.85321
"208","Bangladesh","BGD",2018,"14_5_1",25.85321
"209","Bangladesh","BGD",2019,"14_5_1",25.85321
"210","Bangladesh","BGD",2020,"14_5_1",25.85321
"211","Bangladesh","BGD",2000,"14_6_1",50
"212","Bangladesh","BGD",2001,"14_6_1",50
"213","Bangladesh","BGD",2002,"14_6_1",50
"214","Bangladesh","BGD",2003,"14_6_1",50
"215","Bangladesh","BGD",2004,"14_6_1",50
"216","Bangladesh","BGD",2005,"14_6_1",50
"217","Bangladesh","BGD",2006,"14_6_1",50
"218","Bangladesh","BGD",2007,"14_6_1",50
"219","Bangladesh","BGD",2008,"14_6_1",50
"220","Bangladesh","BGD",2009,"14_6_1",50
"221","Bangladesh","BGD",2010,"14_6_1",50
"222","Bangladesh","BGD",2011,"14_6_1",50
"223","Bangladesh","BGD",2012,"14_6_1",50
"224","Bangladesh","BGD",2013,"14_6_1",50
"225","Bangladesh","BGD",2014,"14_6_1",50
"226","Bangladesh","BGD",2015,"14_6_1",50
"227","Bangladesh","BGD",2016,"14_6_1",50
"228","Bangladesh","BGD",2017,"14_6_1",50
"229","Bangladesh","BGD",2018,"14_6_1",50
"230","Bangladesh","BGD",2019,"14_6_1",50
"231","Bangladesh","BGD",2020,"14_6_1",50
"232","Bangladesh","BGD",2000,"14_7_1",4.0317814139768
"233","Bangladesh","BGD",2001,"14_7_1",4.0317814139768
"234","Bangladesh","BGD",2002,"14_7_1",4.0317814139768
"235","Bangladesh","BGD",2003,"14_7_1",4.0317814139768
"236","Bangladesh","BGD",2004,"14_7_1",4.0317814139768
"237","Bangladesh","BGD",2005,"14_7_1",4.0317814139768
"238","Bangladesh","BGD",2006,"14_7_1",4.0317814139768
"239","Bangladesh","BGD",2007,"14_7_1",4.0317814139768
"240","Bangladesh","BGD",2008,"14_7_1",4.0317814139768
"241","Bangladesh","BGD",2009,"14_7_1",4.0317814139768
"242","Bangladesh","BGD",2010,"14_7_1",4.0317814139768
"243","Bangladesh","BGD",2011,"14_7_1",4.0317814139768
"244","Bangladesh","BGD",2012,"14_7_1",3.9045027223997
"245","Bangladesh","BGD",2013,"14_7_1",3.732764584201
"246","Bangladesh","BGD",2014,"14_7_1",3.41713299287397
"247","Bangladesh","BGD",2015,"14_7_1",3.10150140154694
"248","Bangladesh","BGD",2016,"14_7_1",2.84760939058441
"249","Bangladesh","BGD",2017,"14_7_1",2.63719842024027
"250","Bangladesh","BGD",2018,"14_7_1",2.48756977173303
"251","Bangladesh","BGD",2019,"14_7_1",2.37135629175053
"252","Bangladesh","BGD",2020,"14_7_1",2.37135629175053
"253","Bangladesh","BGD",2000,"14_b_1",50
"254","Bangladesh","BGD",2001,"14_b_1",50
"255","Bangladesh","BGD",2002,"14_b_1",50
"256","Bangladesh","BGD",2003,"14_b_1",50
"257","Bangladesh","BGD",2004,"14_b_1",50
"258","Bangladesh","BGD",2005,"14_b_1",50
"259","Bangladesh","BGD",2006,"14_b_1",50
"260","Bangladesh","BGD",2007,"14_b_1",50
"261","Bangladesh","BGD",2008,"14_b_1",50
"262","Bangladesh","BGD",2009,"14_b_1",50
"263","Bangladesh","BGD",2010,"14_b_1",50
"264","Bangladesh","BGD",2011,"14_b_1",50
"265","Bangladesh","BGD",2012,"14_b_1",50
"266","Bangladesh","BGD",2013,"14_b_1",50
"267","Bangladesh","BGD",2014,"14_b_1",50
"268","Bangladesh","BGD",2015,"14_b_1",50
"269","Bangladesh","BGD",2016,"14_b_1",50
"270","Bangladesh","BGD",2017,"14_b_1",50
"271","Bangladesh","BGD",2018,"14_b_1",50
"272","Bangladesh","BGD",2019,"14_b_1",75
"273","Bangladesh","BGD",2020,"14_b_1",100
"274","Bulgaria","BGR",2000,"14_1_1",72.102620508111
"275","Bulgaria","BGR",2001,"14_1_1",60.7454242167684
"276","Bulgaria","BGR",2002,"14_1_1",71.6832430003469
"277","Bulgaria","BGR",2003,"14_1_1",69.2349851171832
"278","Bulgaria","BGR",2004,"14_1_1",73.4344274584432
"279","Bulgaria","BGR",2005,"14_1_1",72.6750141335729
"280","Bulgaria","BGR",2006,"14_1_1",72.3349783164668
"281","Bulgaria","BGR",2007,"14_1_1",72.7090177152836
"282","Bulgaria","BGR",2008,"14_1_1",71.5472286735044
"283","Bulgaria","BGR",2009,"14_1_1",71.2355291744906
"284","Bulgaria","BGR",2010,"14_1_1",71.4225488738989
"285","Bulgaria","BGR",2011,"14_1_1",74.267515210353
"286","Bulgaria","BGR",2012,"14_1_1",73.1680660683767
"287","Bulgaria","BGR",2013,"14_1_1",71.632237627781
"288","Bulgaria","BGR",2014,"14_1_1",73.5591072580487
"289","Bulgaria","BGR",2015,"14_1_1",73.0433862687712
"290","Bulgaria","BGR",2016,"14_1_1",74.8429098732937
"291","Bulgaria","BGR",2017,"14_1_1",64.0769028663662
"292","Bulgaria","BGR",2018,"14_1_1",64.060620291567
"293","Bulgaria","BGR",2019,"14_1_1",64.4612823736376
"294","Bulgaria","BGR",2020,"14_1_1",65.1656524735347
"295","Bulgaria","BGR",2000,"14_2_1",0
"296","Bulgaria","BGR",2001,"14_2_1",0
"297","Bulgaria","BGR",2002,"14_2_1",0
"298","Bulgaria","BGR",2003,"14_2_1",0
"299","Bulgaria","BGR",2004,"14_2_1",0
"300","Bulgaria","BGR",2005,"14_2_1",0
"301","Bulgaria","BGR",2006,"14_2_1",0
"302","Bulgaria","BGR",2007,"14_2_1",0
"303","Bulgaria","BGR",2008,"14_2_1",0
"304","Bulgaria","BGR",2009,"14_2_1",0
"305","Bulgaria","BGR",2010,"14_2_1",0
"306","Bulgaria","BGR",2011,"14_2_1",0
"307","Bulgaria","BGR",2012,"14_2_1",0
"308","Bulgaria","BGR",2013,"14_2_1",0
"309","Bulgaria","BGR",2014,"14_2_1",0
"310","Bulgaria","BGR",2015,"14_2_1",0
"311","Bulgaria","BGR",2016,"14_2_1",0
"312","Bulgaria","BGR",2017,"14_2_1",0
"313","Bulgaria","BGR",2018,"14_2_1",0
"314","Bulgaria","BGR",2019,"14_2_1",0
"315","Bulgaria","BGR",2020,"14_2_1",100
"316","Bulgaria","BGR",2000,"14_5_1",17.9657
"317","Bulgaria","BGR",2001,"14_5_1",22.71506
"318","Bulgaria","BGR",2002,"14_5_1",49.35492
"319","Bulgaria","BGR",2003,"14_5_1",49.35492
"320","Bulgaria","BGR",2004,"14_5_1",49.35626
"321","Bulgaria","BGR",2005,"14_5_1",49.56331
"322","Bulgaria","BGR",2006,"14_5_1",49.56331
"323","Bulgaria","BGR",2007,"14_5_1",99.73037
"324","Bulgaria","BGR",2008,"14_5_1",99.73037
"325","Bulgaria","BGR",2009,"14_5_1",99.73037
"326","Bulgaria","BGR",2010,"14_5_1",99.73037
"327","Bulgaria","BGR",2011,"14_5_1",99.73037
"328","Bulgaria","BGR",2012,"14_5_1",99.73037
"329","Bulgaria","BGR",2013,"14_5_1",99.73037
"330","Bulgaria","BGR",2014,"14_5_1",99.73037
"331","Bulgaria","BGR",2015,"14_5_1",99.73037
"332","Bulgaria","BGR",2016,"14_5_1",99.73037
"333","Bulgaria","BGR",2017,"14_5_1",99.73037
"334","Bulgaria","BGR",2018,"14_5_1",99.73037
"335","Bulgaria","BGR",2019,"14_5_1",99.73037
"336","Bulgaria","BGR",2020,"14_5_1",99.73037
"337","Bulgaria","BGR",2000,"14_6_1",100
"338","Bulgaria","BGR",2001,"14_6_1",100
"339","Bulgaria","BGR",2002,"14_6_1",100
"340","Bulgaria","BGR",2003,"14_6_1",100
"341","Bulgaria","BGR",2004,"14_6_1",100
"342","Bulgaria","BGR",2005,"14_6_1",100
"343","Bulgaria","BGR",2006,"14_6_1",100
"344","Bulgaria","BGR",2007,"14_6_1",100
"345","Bulgaria","BGR",2008,"14_6_1",100
"346","Bulgaria","BGR",2009,"14_6_1",100
"347","Bulgaria","BGR",2010,"14_6_1",100
"348","Bulgaria","BGR",2011,"14_6_1",100
"349","Bulgaria","BGR",2012,"14_6_1",100
"350","Bulgaria","BGR",2013,"14_6_1",100
"351","Bulgaria","BGR",2014,"14_6_1",100
"352","Bulgaria","BGR",2015,"14_6_1",100
"353","Bulgaria","BGR",2016,"14_6_1",100
"354","Bulgaria","BGR",2017,"14_6_1",100
"355","Bulgaria","BGR",2018,"14_6_1",100
"356","Bulgaria","BGR",2019,"14_6_1",100
"357","Bulgaria","BGR",2020,"14_6_1",100
"358","Bulgaria","BGR",2000,"14_7_1",0.0586472564427937
"359","Bulgaria","BGR",2001,"14_7_1",0.0586472564427937
"360","Bulgaria","BGR",2002,"14_7_1",0.0586472564427937
"361","Bulgaria","BGR",2003,"14_7_1",0.0586472564427937
"362","Bulgaria","BGR",2004,"14_7_1",0.0586472564427937
"363","Bulgaria","BGR",2005,"14_7_1",0.0586472564427937
"364","Bulgaria","BGR",2006,"14_7_1",0.0586472564427937
"365","Bulgaria","BGR",2007,"14_7_1",0.0586472564427937
"366","Bulgaria","BGR",2008,"14_7_1",0.0586472564427937
"367","Bulgaria","BGR",2009,"14_7_1",0.0586472564427937
"368","Bulgaria","BGR",2010,"14_7_1",0.0586472564427937
"369","Bulgaria","BGR",2011,"14_7_1",0.0586472564427937
"370","Bulgaria","BGR",2012,"14_7_1",0.0512458015227264
"371","Bulgaria","BGR",2013,"14_7_1",0.0490804670462224
"372","Bulgaria","BGR",2014,"14_7_1",0.0511927460076492
"373","Bulgaria","BGR",2015,"14_7_1",0.053305024969076
"374","Bulgaria","BGR",2016,"14_7_1",0.0490587702108272
"375","Bulgaria","BGR",2017,"14_7_1",0.0448125154525785
"376","Bulgaria","BGR",2018,"14_7_1",0.0434040984882486
"377","Bulgaria","BGR",2019,"14_7_1",0.0424783604928157
"378","Bulgaria","BGR",2020,"14_7_1",0.0424783604928157
"379","Bulgaria","BGR",2000,"14_a_1",0.681817878679153
"380","Bulgaria","BGR",2001,"14_a_1",0.681817878679153
"381","Bulgaria","BGR",2002,"14_a_1",0.681817878679153
"382","Bulgaria","BGR",2003,"14_a_1",0.681817878679153
"383","Bulgaria","BGR",2004,"14_a_1",0.681817878679153
"384","Bulgaria","BGR",2005,"14_a_1",0.681817878679153
"385","Bulgaria","BGR",2006,"14_a_1",0.681817878679153
"386","Bulgaria","BGR",2007,"14_a_1",0.681817878679153
"387","Bulgaria","BGR",2008,"14_a_1",0.681817878679153
"388","Bulgaria","BGR",2009,"14_a_1",0.681817878679153
"389","Bulgaria","BGR",2010,"14_a_1",0.681817878679153
"390","Bulgaria","BGR",2011,"14_a_1",0.681817878679153
"391","Bulgaria","BGR",2012,"14_a_1",0.681817878679153
"392","Bulgaria","BGR",2013,"14_a_1",0.681817878679153
"393","Bulgaria","BGR",2014,"14_a_1",0.407186044061137
"394","Bulgaria","BGR",2015,"14_a_1",0.175636328229725
"395","Bulgaria","BGR",2016,"14_a_1",0.284608746337019
"396","Bulgaria","BGR",2017,"14_a_1",0.371840033291941
"397","Bulgaria","BGR",2018,"14_a_1",0.371840033291941
"398","Bulgaria","BGR",2019,"14_a_1",0.371840033291941
"399","Bulgaria","BGR",2020,"14_a_1",0.371840033291941
"400","Bulgaria","BGR",2000,"14_b_1",75
"401","Bulgaria","BGR",2001,"14_b_1",75
"402","Bulgaria","BGR",2002,"14_b_1",75
"403","Bulgaria","BGR",2003,"14_b_1",75
"404","Bulgaria","BGR",2004,"14_b_1",75
"405","Bulgaria","BGR",2005,"14_b_1",75
"406","Bulgaria","BGR",2006,"14_b_1",75
"407","Bulgaria","BGR",2007,"14_b_1",75
"408","Bulgaria","BGR",2008,"14_b_1",75
"409","Bulgaria","BGR",2009,"14_b_1",75
"410","Bulgaria","BGR",2010,"14_b_1",75
"411","Bulgaria","BGR",2011,"14_b_1",75
"412","Bulgaria","BGR",2012,"14_b_1",75
"413","Bulgaria","BGR",2013,"14_b_1",75
"414","Bulgaria","BGR",2014,"14_b_1",75
"415","Bulgaria","BGR",2015,"14_b_1",75
"416","Bulgaria","BGR",2016,"14_b_1",75
"417","Bulgaria","BGR",2017,"14_b_1",75
"418","Bulgaria","BGR",2018,"14_b_1",75
"419","Bulgaria","BGR",2019,"14_b_1",81.25
"420","Bulgaria","BGR",2020,"14_b_1",87.5
"421","Belize","BLZ",2000,"14_1_1",65.1879252954766
"422","Belize","BLZ",2001,"14_1_1",65.584633748767
"423","Belize","BLZ",2002,"14_1_1",66.3497143372556
"424","Belize","BLZ",2003,"14_1_1",66.0946874744261
"425","Belize","BLZ",2004,"14_1_1",65.7999897662675
"426","Belize","BLZ",2005,"14_1_1",65.5506301670564
"427","Belize","BLZ",2006,"14_1_1",64.2244904803428
"428","Belize","BLZ",2007,"14_1_1",66.3497143372556
"429","Belize","BLZ",2008,"14_1_1",65.2899360406084
"430","Belize","BLZ",2009,"14_1_1",66.1796964287026
"431","Belize","BLZ",2010,"14_1_1",65.1879252954766
"432","Belize","BLZ",2011,"14_1_1",63.3630664103407
"433","Belize","BLZ",2012,"14_1_1",66.106022001663
"434","Belize","BLZ",2013,"14_1_1",65.9700076748206
"435","Belize","BLZ",2014,"14_1_1",66.3100434919266
"436","Belize","BLZ",2015,"14_1_1",66.1513601106105
"437","Belize","BLZ",2016,"14_1_1",66.4857286640981
"438","Belize","BLZ",2017,"14_1_1",68.2650285458445
"439","Belize","BLZ",2018,"14_1_1",67.0739353837322
"440","Belize","BLZ",2019,"14_1_1",67.6066581638651
"441","Belize","BLZ",2020,"14_1_1",67.6066581638651
"442","Belize","BLZ",2000,"14_2_1",0
"443","Belize","BLZ",2001,"14_2_1",0
"444","Belize","BLZ",2002,"14_2_1",0
"445","Belize","BLZ",2003,"14_2_1",0
"446","Belize","BLZ",2004,"14_2_1",0
"447","Belize","BLZ",2005,"14_2_1",0
"448","Belize","BLZ",2006,"14_2_1",0
"449","Belize","BLZ",2007,"14_2_1",0
"450","Belize","BLZ",2008,"14_2_1",0
"451","Belize","BLZ",2009,"14_2_1",0
"452","Belize","BLZ",2010,"14_2_1",0
"453","Belize","BLZ",2011,"14_2_1",0
"454","Belize","BLZ",2012,"14_2_1",0
"455","Belize","BLZ",2013,"14_2_1",0
"456","Belize","BLZ",2014,"14_2_1",0
"457","Belize","BLZ",2015,"14_2_1",0
"458","Belize","BLZ",2016,"14_2_1",100
"459","Belize","BLZ",2017,"14_2_1",100
"460","Belize","BLZ",2018,"14_2_1",100
"461","Belize","BLZ",2019,"14_2_1",100
"462","Belize","BLZ",2020,"14_2_1",100
"463","Belize","BLZ",2000,"14_5_1",22.7198
"464","Belize","BLZ",2001,"14_5_1",23.33296
"465","Belize","BLZ",2002,"14_5_1",23.53229
"466","Belize","BLZ",2003,"14_5_1",23.65291
"467","Belize","BLZ",2004,"14_5_1",23.65291
"468","Belize","BLZ",2005,"14_5_1",23.66474
"469","Belize","BLZ",2006,"14_5_1",23.66479
"470","Belize","BLZ",2007,"14_5_1",23.66626
"471","Belize","BLZ",2008,"14_5_1",23.66626
"472","Belize","BLZ",2009,"14_5_1",23.66879
"473","Belize","BLZ",2010,"14_5_1",23.69927
"474","Belize","BLZ",2011,"14_5_1",23.70086
"475","Belize","BLZ",2012,"14_5_1",27.73486
"476","Belize","BLZ",2013,"14_5_1",27.73595
"477","Belize","BLZ",2014,"14_5_1",27.73595
"478","Belize","BLZ",2015,"14_5_1",27.73595
"479","Belize","BLZ",2016,"14_5_1",27.73595
"480","Belize","BLZ",2017,"14_5_1",27.73595
"481","Belize","BLZ",2018,"14_5_1",27.73595
"482","Belize","BLZ",2019,"14_5_1",27.73595
"483","Belize","BLZ",2020,"14_5_1",27.73595
"484","Belize","BLZ",2000,"14_6_1",75
"485","Belize","BLZ",2001,"14_6_1",75
"486","Belize","BLZ",2002,"14_6_1",75
"487","Belize","BLZ",2003,"14_6_1",75
"488","Belize","BLZ",2004,"14_6_1",75
"489","Belize","BLZ",2005,"14_6_1",75
"490","Belize","BLZ",2006,"14_6_1",75
"491","Belize","BLZ",2007,"14_6_1",75
"492","Belize","BLZ",2008,"14_6_1",75
"493","Belize","BLZ",2009,"14_6_1",75
"494","Belize","BLZ",2010,"14_6_1",75
"495","Belize","BLZ",2011,"14_6_1",75
"496","Belize","BLZ",2012,"14_6_1",75
"497","Belize","BLZ",2013,"14_6_1",75
"498","Belize","BLZ",2014,"14_6_1",75
"499","Belize","BLZ",2015,"14_6_1",75
