Country,CountryCode,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Comoros,COM,0.84081,0.83721,0.83186,0.82779,0.82298,0.81959,0.81593,0.81196,0.80749,0.8033,0.7975,0.79382,0.78967,0.78427,0.77983,0.7764,0.77165,0.76878,0.76387,0.75918
Mayotte,MYT,0.9444,0.93922,0.93508,0.93083,0.92637,0.92138,0.9174,0.91258,0.90898,0.90555,0.90183,0.89654,0.89317,0.88766,0.88304,0.87821,0.87219,0.86853,0.86499,0.85834
Congo,COG,0.98436,0.98422,0.98406,0.98406,0.98396,0.984,0.98396,0.98395,0.98387,0.98386,0.98383,0.98375,0.98369,0.98358,0.98349,0.98353,0.9835,0.98351,0.98337,0.98339
Democratic Republic of the Congo,COD,0.89287,0.89277,0.89266,0.89259,0.89257,0.89245,0.89232,0.89227,0.89215,0.8921,0.89199,0.89187,0.89181,0.89178,0.89156,0.89159,0.89138,0.89147,0.89139,0.89125
Cook Islands,COK,0.79479,0.79507,0.79484,0.79308,0.79193,0.79059,0.78926,0.78736,0.78502,0.78441,0.78275,0.78079,0.77939,0.7776,0.77508,0.77355,0.77253,0.7712,0.76913,0.76707
Costa Rica,CRI,0.84414,0.84231,0.84083,0.83938,0.83808,0.83662,0.83502,0.83342,0.8324,0.8306,0.82905,0.82791,0.82633,0.82482,0.82326,0.82153,0.8202,0.81864,0.81759,0.8162
Croatia,HRV,0.90233,0.902,0.9017,0.90144,0.90127,0.90118,0.90111,0.90109,0.90109,0.90107,0.90106,0.90104,0.90105,0.90102,0.901,0.90096,0.90095,0.90092,0.90086,0.90085
Cuba,CUB,0.67264,0.6714,0.67029,0.66914,0.66788,0.66671,0.6656,0.66419,0.66301,0.66193,0.66018,0.65938,0.65769,0.65665,0.65544,0.65415,0.65349,0.65199,0.65074,0.64963
Cyprus,CYP,0.98093,0.98094,0.98093,0.98141,0.98188,0.98235,0.98279,0.9828,0.98281,0.98282,0.98283,0.98283,0.98284,0.98284,0.98285,0.98285,0.98285,0.98286,0.98286,0.98286
Czechia,CZE,0.96946,0.96944,0.96944,0.9695,0.96954,0.96962,0.96972,0.96982,0.96992,0.96997,0.9701,0.9702,0.97031,0.9704,0.97053,0.97062,0.97074,0.97081,0.9709,0.97103
Benin,BEN,0.91018,0.91014,0.91007,0.91003,0.90999,0.90995,0.90999,0.90999,0.90994,0.9099,0.90988,0.90981,0.90977,0.90974,0.90971,0.90967,0.90966,0.90967,0.90967,0.90964
Denmark,DNK,0.97424,0.9738,0.97332,0.97314,0.97291,0.9728,0.97279,0.97289,0.97303,0.97309,0.97324,0.97321,0.97307,0.97291,0.9728,0.97267,0.97247,0.97229,0.97212,0.97198
Dominica,DMA,0.7252,0.72262,0.71919,0.71629,0.71343,0.70986,0.70696,0.70408,0.70177,0.69812,0.69554,0.6931,0.69014,0.68708,0.68333,0.68085,0.67762,0.67507,0.6719,0.67001
Dominican Republic,DOM,0.76275,0.76107,0.75918,0.75797,0.75636,0.75495,0.75321,0.75179,0.75006,0.74866,0.74712,0.74559,0.74422,0.74235,0.74032,0.73885,0.73755,0.73562,0.73405,0.733
Ecuador,ECU,0.76946,0.76442,0.76047,0.75495,0.74927,0.7455,0.74045,0.73484,0.73001,0.72575,0.72082,0.71568,0.71033,0.70509,0.69989,0.69489,0.68937,0.68499,0.67947,0.67409
El Salvador,SLV,0.85271,0.85075,0.84925,0.84848,0.84667,0.84529,0.84344,0.84192,0.84078,0.83927,0.83814,0.83682,0.83511,0.83373,0.83209,0.83035,0.82921,0.82757,0.82552,0.82443
Equatorial Guinea,GNQ,0.81536,0.81516,0.8149,0.81482,0.81488,0.81484,0.81485,0.81478,0.8147,0.8146,0.81446,0.81433,0.81407,0.81391,0.81375,0.81363,0.81344,0.81326,0.81303,0.81293
Ethiopia,ETH,0.84106,0.84101,0.84111,0.84113,0.84138,0.84117,0.84113,0.84123,0.84118,0.84127,0.84124,0.84135,0.84136,0.84134,0.84153,0.84159,0.84158,0.8415,0.84165,0.84185
Eritrea,ERI,0.95203,0.94972,0.94771,0.94501,0.94197,0.93891,0.93691,0.93477,0.93148,0.92973,0.92707,0.92511,0.92246,0.91959,0.91703,0.91511,0.91208,0.91022,0.90695,0.90489
Estonia,EST,0.98642,0.98633,0.98624,0.98614,0.98605,0.98597,0.98589,0.98582,0.98576,0.98576,0.98576,0.98577,0.98578,0.98578,0.98578,0.98578,0.98578,0.98578,0.98578,0.98578
Faroe Islands,FRO,0.87383,0.87201,0.87187,0.87044,0.86902,0.86836,0.86851,0.86826,0.86779,0.86801,0.87021,0.87125,0.87117,0.87117,0.87015,0.86702,0.86682,0.86532,0.86418,0.86299
Falkland Islands (Malvinas),FLK,0.67548,0.67577,0.67565,0.67851,0.67933,0.68302,0.68929,0.69263,0.69828,0.70057,0.70242,0.70274,0.70398,0.70601,0.70574,0.70716,0.70819,0.70872,0.70874,0.70959
South Georgia and the South Sandwich Islands,SGS,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,0.70086,0.69977,0.69776,0.69628,0.69448,0.69232,0.6908,0.68824,0.68695,0.68616,0.68367,0.68243,0.68076,0.67848,0.67679,0.6749,0.67208,0.67061,0.66891,0.66632
Finland,FIN,0.99109,0.99106,0.99102,0.99099,0.99095,0.99084,0.99074,0.99063,0.99053,0.99045,0.99038,0.9903,0.99023,0.99023,0.99023,0.99023,0.99023,0.99023,0.99023,0.99023
Åland Islands,ALA,,,,,,,,,,,,,,,,,,,,
France,FRA,0.92889,0.92548,0.92281,0.91958,0.91614,0.91288,0.90942,0.90572,0.90248,0.8999,0.89722,0.89419,0.89176,0.88802,0.88529,0.88237,0.8789,0.87596,0.87297,0.87036
French Guiana,GUF,0.97657,0.97577,0.97502,0.97413,0.97355,0.97275,0.97207,0.97096,0.97003,0.96885,0.967,0.96604,0.96466,0.96331,0.96255,0.9618,0.9611,0.96021,0.95969,0.9582
French Polynesia,PYF,0.74557,0.74309,0.74154,0.73907,0.73716,0.73495,0.73404,0.73133,0.72976,0.72792,0.72535,0.72347,0.72065,0.71961,0.71729,0.71641,0.71259,0.71139,0.70938,0.70712
French Southern Territories,ATF,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,0.86281,0.86026,0.85773,0.85478,0.85184,0.85009,0.84766,0.84518,0.84296,0.84068,0.83863,0.83567,0.83325,0.82994,0.82742,0.82429,0.82234,0.81915,0.81632,0.81354
Gabon,GAB,0.96211,0.96207,0.96206,0.962,0.96199,0.96202,0.96207,0.96205,0.96203,0.96196,0.96194,0.96179,0.96171,0.96163,0.96157,0.96144,0.96131,0.96122,0.96115,0.96111
Georgia,GEO,0.8841,0.88351,0.88309,0.88231,0.88129,0.87856,0.87542,0.87173,0.8689,0.86809,0.86738,0.86698,0.86665,0.86611,0.86573,0.86523,0.86488,0.86453,0.8641,0.86356
Gambia,GMB,0.9811,0.98109,0.98106,0.98104,0.98102,0.98101,0.98098,0.98094,0.98087,0.98078,0.98072,0.98066,0.98065,0.98061,0.9806,0.9806,0.9806,0.9806,0.98059,0.98059
State of Palestine,PSE,0.78284,0.78213,0.7813,0.78044,0.78038,0.78028,0.78022,0.78027,0.78027,0.78026,0.78026,0.78025,0.78024,0.78024,0.78024,0.78024,0.78025,0.78025,0.78025,0.78025
Germany,DEU,0.98289,0.98279,0.9827,0.98263,0.98263,0.98262,0.98263,0.98266,0.9827,0.98273,0.98279,0.98284,0.98288,0.9829,0.98294,0.98294,0.98293,0.98297,0.98297,0.98296
Ghana,GHA,0.84638,0.84628,0.84609,0.84591,0.84597,0.84574,0.84566,0.84563,0.8455,0.84542,0.84516,0.84526,0.84516,0.84504,0.84496,0.84489,0.84474,0.84429,0.84419,0.84389
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,0.81363,0.81014,0.80779,0.80326,0.80102,0.79772,0.79629,0.79246,0.79034,0.78711,0.78584,0.78229,0.77811,0.77555,0.77176,0.76983,0.7664,0.76374,0.75964,0.75619
Greece,GRC,0.84463,0.84472,0.84491,0.8456,0.8463,0.84685,0.84726,0.84745,0.8476,0.84769,0.84786,0.8479,0.84795,0.84799,0.84801,0.84802,0.84803,0.84805,0.84806,0.84808
Greenland,GRL,0.93134,0.93064,0.92949,0.92824,0.92641,0.9252,0.92394,0.92207,0.921,0.9198,0.91903,0.91785,0.91572,0.91286,0.90895,0.90665,0.90212,0.89925,0.89476,0.89297
Grenada,GRD,0.76875,0.7681,0.76771,0.76738,0.76679,0.76614,0.76618,0.7662,0.76608,0.76615,0.76641,0.76621,0.76561,0.76514,0.76498,0.76436,0.76421,0.7637,0.76283,0.76268
Guadeloupe,GLP,0.63793,0.63717,0.63675,0.63636,0.63597,0.63577,0.63553,0.63499,0.63468,0.63426,0.63392,0.6334,0.63299,0.63263,0.6323,0.63179,0.63144,0.63118,0.63073,0.63035
Guam,GUM,0.61347,0.6045,0.59295,0.581,0.57253,0.55704,0.54672,0.53451,0.52417,0.50959,0.49755,0.48381,0.47197,0.4598,0.44947,0.43881,0.42594,0.4131,0.39899,0.38504
Guatemala,GTM,0.74796,0.74654,0.74487,0.74335,0.74175,0.74035,0.73895,0.73712,0.73615,0.73441,0.73295,0.73154,0.73011,0.72899,0.72704,0.72558,0.72452,0.72235,0.72062,0.7191
Guinea,GIN,0.90199,0.9015,0.90104,0.9006,0.90009,0.89966,0.89932,0.89873,0.89822,0.89783,0.89762,0.89728,0.89705,0.89639,0.89612,0.89608,0.89504,0.89497,0.89441,0.89374
Guyana,GUY,0.92579,0.92581,0.92572,0.92566,0.9256,0.92559,0.92559,0.92547,0.92523,0.92491,0.92428,0.92375,0.92313,0.92282,0.92262,0.92265,0.92255,0.92257,0.92249,0.92256
Haiti,HTI,0.7549,0.75283,0.75124,0.74907,0.7473,0.7453,0.74341,0.74183,0.73996,0.73787,0.73652,0.73422,0.7325,0.73084,0.72871,0.7265,0.72488,0.7231,0.72103,0.71925
Heard Island and McDonald Islands,HMD,,,,,,,,,,,,,,,,,,,,
Holy See,VAT,0.98716,0.98711,0.98707,0.98703,0.98699,0.98699,0.98699,0.98699,0.98699,0.98711,0.98724,0.98736,0.98749,0.98749,0.98749,0.98749,0.98749,0.98749,0.98749,0.98749
Honduras,HND,0.77314,0.77153,0.7695,0.76811,0.76609,0.76493,0.76288,0.76155,0.75979,0.75787,0.75652,0.75459,0.75319,0.75149,0.75002,0.74805,0.7468,0.74466,0.74306,0.74148
"China, Hong Kong Special Administrative Region",HKG,0.82104,0.82103,0.82103,0.82102,0.82101,0.82094,0.82086,0.82079,0.82071,0.8207,0.82069,0.82068,0.82067,0.82067,0.82067,0.82067,0.82067,0.82067,0.82067,0.82067
Hungary,HUN,0.92801,0.92791,0.92788,0.92794,0.92797,0.92803,0.92813,0.92832,0.92846,0.92855,0.92869,0.92882,0.92896,0.92906,0.92918,0.92924,0.92932,0.92943,0.92952,0.92961
Iceland,ISL,0.87467,0.87496,0.87446,0.87348,0.87345,0.87289,0.87215,0.87202,0.87171,0.87261,0.87178,0.8717,0.87057,0.86893,0.86838,0.86591,0.86524,0.86399,0.86144,0.85981
India,IND,0.75091,0.74652,0.74264,0.73936,0.73496,0.73096,0.72674,0.72216,0.71855,0.71444,0.71089,0.70736,0.70233,0.69832,0.6948,0.69093,0.6858,0.68193,0.67774,0.67418
Indonesia,IDN,0.84341,0.83859,0.83364,0.82859,0.82365,0.8199,0.81396,0.80923,0.80528,0.80076,0.7961,0.79106,0.78658,0.78046,0.77558,0.77147,0.76595,0.76003,0.75429,0.75031
Iran (Islamic Republic of),IRN,0.89488,0.89215,0.88807,0.88452,0.88083,0.87728,0.874,0.87104,0.86769,0.86534,0.86049,0.85809,0.85467,0.85224,0.84824,0.845,0.84247,0.83927,0.83669,0.83269
Iraq,IRQ,0.85064,0.84674,0.8415,0.83761,0.83387,0.83154,0.82775,0.82564,0.82304,0.82082,0.81892,0.81634,0.81328,0.81151,0.80853,0.80628,0.80384,0.80123,0.79921,0.7962
Ireland,IRL,0.92747,0.92694,0.92623,0.9256,0.92554,0.92526,0.92514,0.92572,0.92629,0.92689,0.92714,0.92721,0.92773,0.92734,0.92725,0.92658,0.92617,0.92578,0.92524,0.92463
Israel,ISR,0.75827,0.75799,0.75773,0.75754,0.75743,0.75741,0.75736,0.75734,0.75735,0.75745,0.75769,0.75777,0.75779,0.7578,0.75777,0.75776,0.75776,0.75776,0.75775,0.75772
Italy,ITA,0.90687,0.90647,0.9061,0.90569,0.90553,0.90534,0.90519,0.90498,0.90471,0.90453,0.90423,0.9041,0.90373,0.90355,0.90325,0.90294,0.90267,0.90243,0.90209,0.90173
Côte d'Ivoire,CIV,0.89395,0.89348,0.89319,0.89283,0.89265,0.89209,0.89172,0.89142,0.89121,0.89083,0.89055,0.89026,0.88996,0.88979,0.88931,0.88909,0.88867,0.88837,0.88794,0.88787
Jamaica,JAM,0.75377,0.75231,0.75038,0.74847,0.74675,0.74493,0.74335,0.74165,0.73987,0.73856,0.73697,0.73514,0.73367,0.73205,0.72999,0.72866,0.72701,0.72562,0.72397,0.72203
Japan,JPN,0.8356,0.83272,0.82862,0.82576,0.82364,0.82066,0.81749,0.81392,0.81155,0.80868,0.80669,0.8026,0.79991,0.7965,0.79272,0.78923,0.78721,0.78385,0.78053,0.77767
Kazakhstan,KAZ,0.88024,0.87948,0.8789,0.87822,0.87758,0.8771,0.87665,0.87647,0.87601,0.87565,0.87499,0.8746,0.87417,0.8737,0.8732,0.87276,0.87226,0.87172,0.87137,0.87094
Jordan,JOR,0.96616,0.96548,0.96495,0.96458,0.96441,0.96429,0.96427,0.96425,0.96415,0.96407,0.96393,0.96381,0.96365,0.96356,0.96339,0.96324,0.96312,0.96302,0.96281,0.96271
Kenya,KEN,0.85441,0.85125,0.84794,0.84403,0.84092,0.83866,0.83423,0.83157,0.82877,0.82549,0.82277,0.8203,0.81657,0.81342,0.8105,0.80691,0.8042,0.80078,0.79714,0.79487
Democratic People's Republic of Korea,PRK,0.91847,0.91726,0.91568,0.91463,0.9134,0.91259,0.91141,0.91024,0.9095,0.9084,0.90761,0.90677,0.90534,0.90448,0.90344,0.90251,0.90158,0.90033,0.8991,0.89796
Republic of Korea,KOR,0.79395,0.78997,0.78646,0.78351,0.77947,0.77681,0.77309,0.76968,0.76555,0.76225,0.75834,0.75635,0.75224,0.7497,0.74543,0.74381,0.74106,0.73798,0.73346,0.73148
Kuwait,KWT,0.91646,0.91019,0.90439,0.89827,0.89328,0.88894,0.88576,0.88195,0.87887,0.875,0.87161,0.86741,0.86572,0.862,0.85916,0.85521,0.8516,0.84717,0.84507,0.84102
Kyrgyzstan,KGZ,0.98864,0.98835,0.98805,0.98761,0.98732,0.98696,0.98667,0.98646,0.9863,0.98611,0.98592,0.98568,0.98546,0.98525,0.98499,0.98476,0.98454,0.98425,0.98402,0.98377
Lao People's Democratic Republic,LAO,0.8182,0.81782,0.81738,0.81687,0.81593,0.8158,0.81552,0.81489,0.81434,0.81371,0.81313,0.81288,0.81239,0.81196,0.81161,0.8113,0.81096,0.81058,0.81008,0.80958
Lebanon,LBN,0.96152,0.96147,0.96133,0.96127,0.96124,0.96119,0.96117,0.96115,0.96114,0.96115,0.96115,0.96116,0.96116,0.96118,0.96118,0.9612,0.96121,0.96123,0.96125,0.96127
Lesotho,LSO,0.95389,0.95388,0.95385,0.95383,0.95381,0.95379,0.95378,0.95377,0.95375,0.9537,0.95364,0.95358,0.95351,0.95349,0.95347,0.95344,0.95342,0.9534,0.95338,0.95336
Latvia,LVA,0.9884,0.98835,0.98831,0.98826,0.98822,0.98817,0.98813,0.9881,0.9881,0.9881,0.98816,0.98823,0.98829,0.98829,0.98829,0.98829,0.98829,0.98829,0.98829,0.98829
Liberia,LBR,0.89731,0.89658,0.89618,0.89563,0.895,0.89472,0.89403,0.8934,0.89279,0.89225,0.89188,0.8913,0.89095,0.89024,0.88968,0.88925,0.88843,0.88825,0.88742,0.88705
Libya,LBY,0.97197,0.97124,0.9705,0.96993,0.96977,0.96924,0.96897,0.96914,0.96952,0.96951,0.96942,0.96907,0.96925,0.96917,0.96904,0.9691,0.96913,0.96908,0.96903,0.96892
Malawi,MWI,0.80712,0.80692,0.80684,0.80687,0.80709,0.80716,0.80754,0.80783,0.80798,0.80823,0.80815,0.80825,0.80828,0.80834,0.80836,0.80831,0.80829,0.80826,0.80826,0.80825
Malaysia,MYS,0.82505,0.8157,0.80798,0.80008,0.7923,0.78412,0.77627,0.76828,0.76155,0.75318,0.74431,0.73573,0.7284,0.71945,0.71141,0.70313,0.69425,0.68554,0.67661,0.66774
Maldives,MDV,0.90726,0.90356,0.90084,0.89678,0.8933,0.88935,0.88649,0.88316,0.87893,0.87749,0.87317,0.86878,0.8651,0.86286,0.85652,0.85346,0.85091,0.84637,0.84254,0.83621
