GeoAreaCode,GeoAreaName,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
48,Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Bangladesh,25.18675,25.78079,25.78079,25.78079,25.78079,25.78079,25.78079,25.78079,25.78079,25.78079,25.78079,25.85321,25.85321,25.85321,25.85321,25.85321,25.85321,25.85321,25.85321,25.85321
52,Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Belgium,80.79487,80.79487,82.00182,82.65622,82.65622,91.6602,91.6602,91.66264,91.66264,91.66264,91.66264,91.66264,91.66425,91.66425,91.66425,91.66425,91.66425,91.66425,91.66425,91.66425
84,Belize,22.7198,23.33296,23.53229,23.65291,23.65291,23.66474,23.66479,23.66626,23.66626,23.66879,23.69927,23.70086,27.73486,27.73595,27.73595,27.73595,27.73595,27.73595,27.73595,27.73595
204,Benin,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034,0.00034
60,Bermuda,3.96821,3.96821,3.96821,3.96821,3.96821,3.96821,3.96821,3.96821,3.96821,3.96821,3.96821,3.96821,3.96821,3.96821,3.96821,3.96821,3.96821,3.96821,3.96821,3.96821
535,"Bonaire, Sint Eustatius and Saba",43.69393,43.69393,43.69393,43.69393,43.69393,43.69393,43.69393,43.69393,43.69393,43.69393,43.69393,43.69393,43.69393,43.69393,43.69393,43.69393,43.69393,43.69393,43.69393,43.69393
76,Brazil,41.75682,41.75809,41.91349,42.10786,42.10786,42.61511,42.61511,42.61511,49.76172,49.76172,49.76172,50.1741,50.1741,54.52192,54.63016,54.63016,56.47881,56.49719,57.22355,57.22355
92,British Virgin Islands,9.85069,9.85069,9.85069,9.85069,9.85069,9.85069,9.85069,9.85069,9.85069,9.85069,9.85069,9.85069,9.85069,9.85069,9.85069,9.85069,9.85069,9.85069,9.85069,9.85069
96,Brunei Darussalam,5.44748,5.44748,5.44748,5.44748,5.44748,5.44748,5.44748,5.44748,5.44748,5.44748,5.44748,5.44748,5.44748,5.44748,5.44748,5.44748,5.44748,5.44748,5.44748,5.44748
100,Bulgaria,17.9657,22.71506,49.35492,49.35492,49.35626,49.56331,49.56331,99.73037,99.73037,99.73037,99.73037,99.73037,99.73037,99.73037,99.73037,99.73037,99.73037,99.73037,99.73037,99.73037
132,Cabo Verde,0,0,0,0,0,14.11607,14.11607,14.11607,14.11607,14.11607,14.11607,14.11607,14.11607,14.11607,14.11607,14.11607,14.11607,14.11607,14.11607,14.11607
116,Cambodia,33.81025,33.81025,33.81025,33.81025,34.18651,34.18651,34.18651,34.18651,34.18651,34.18651,34.18651,34.18651,34.18651,34.18651,34.18651,34.18651,34.18651,34.18651,34.18651,34.18651
124,Canada,19.27777,19.28377,19.28377,19.2939,19.31085,22.51533,22.62027,22.69304,24.7376,25.21179,30.11392,30.17493,30.1763,30.17671,30.21813,30.39301,30.82969,32.96573,32.96573,32.96573
136,Cayman Islands,31.49777,31.49777,31.49777,31.49777,31.49777,31.49777,31.49777,31.49777,31.49777,31.49777,31.49777,31.49777,31.49777,31.49801,31.49801,31.49801,31.49801,31.49801,31.49801,31.49801
152,Chile,17.23434,17.23434,17.23434,17.23434,19.04216,19.25567,19.25567,20.62523,20.62523,20.75865,22.12851,22.12851,22.12851,22.12851,22.12851,22.8842,22.8842,22.97042,24.33443,27.07415
156,China,3.52502,4.03172,5.89347,5.89347,7.34248,7.34248,7.34433,7.34433,7.34433,7.9805,7.9805,7.9805,7.9805,8.27774,8.27774,8.27774,8.27774,8.27774,8.27774,8.27774
344,"China, Hong Kong Special Administrative Region",32.47812,32.47812,32.47812,32.47812,32.47812,32.47812,32.47812,32.47812,32.47812,32.47812,32.47812,32.47812,32.47812,32.47812,32.47812,32.47812,32.47812,32.47812,32.47812,32.47812
446,"China, Macao Special Administrative Region",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Colombia,40.43552,40.43552,41.12014,41.12014,41.12014,48.80415,55.74215,55.74215,55.74215,55.74215,55.74215,55.79264,55.79264,55.79264,56.38403,56.38403,56.38403,56.38403,56.38403,56.38403
174,Comoros,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286
178,Congo,52.16113,52.16113,52.16113,52.16113,52.16113,52.16113,52.16113,52.16113,52.16113,52.16113,52.16113,52.16113,52.16113,52.16113,52.16113,52.16113,52.16113,65.37219,65.37219,65.37219
184,Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.34121,29.34121,29.34121
188,Costa Rica,46.71509,48.42897,48.42897,48.42897,48.61123,48.61123,48.61292,48.61328,48.61328,48.63123,48.63123,48.63434,48.63727,48.65435,48.65435,48.65435,48.65435,48.66356,48.66356,48.66356
384,Côte d'Ivoire,93.33396,93.33396,93.33396,93.33396,93.33396,93.33396,93.33396,93.33396,93.33396,93.33396,93.33396,93.33396,93.33396,93.33396,93.33396,93.33396,93.33396,93.33396,93.33396,93.33396
191,Croatia,18.71868,18.71868,18.71868,18.71868,18.71868,18.71868,21.74898,21.74898,21.74898,21.74898,21.74898,21.74898,21.74898,80.58896,80.58896,80.58896,80.58896,80.58896,80.58896,80.58896
192,Cuba,5.48167,38.54545,51.22315,51.22315,51.22315,51.22315,51.22315,51.22315,51.475,51.475,62.51221,62.51221,70.06059,70.06059,70.06059,70.06059,70.06059,70.06059,70.06059,70.06059
531,Curaçao,6.06859,6.06859,6.06859,6.06859,6.06859,6.06859,6.06859,6.06859,6.06859,6.06859,6.06859,6.06859,6.06859,40.41405,40.41405,40.41405,40.41405,40.41405,44.79492,44.79492
196,Cyprus,1.67108,8.77947,8.77947,12.16751,26.27709,26.27709,26.27709,29.10206,39.3746,39.3746,39.3746,39.3746,39.3746,39.3746,47.80129,47.80129,54.2399,54.2399,54.2399,54.2399
408,Democratic People's Republic of Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Denmark,85.13597,85.13603,85.57228,85.57228,86.22575,86.3891,86.3891,86.39907,86.39907,86.81258,86.81791,86.81791,86.81791,86.81791,86.85103,86.85103,86.85109,86.85109,86.85114,86.85114
262,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Dominican Republic,28.20506,28.20506,28.20506,28.20506,71.5513,71.5513,71.5513,71.5513,71.5513,71.55169,71.55169,71.55169,71.55169,71.55169,85.33835,85.33835,85.33835,85.33835,85.33835,85.33835
218,Ecuador,50.6985,51.75829,55.59822,55.59822,58.26384,58.26384,58.26384,58.26384,58.26437,58.26437,62.03116,62.03116,67.14021,67.14021,67.14021,67.14355,67.30362,67.50187,67.50187,67.50187
818,Egypt,27.90205,27.90205,27.90205,36.99296,36.99296,36.99296,40.07472,40.07472,40.07472,40.07472,43.00711,43.00711,43.00711,43.00711,43.00711,43.00711,43.00711,43.00711,43.00711,43.00711
222,El Salvador,0,0,0,0,0,15.13269,15.13269,15.21238,15.56355,15.56355,17.22125,27.33428,27.33428,27.33428,27.33428,27.33428,27.33428,27.33428,27.33428,27.33428
226,Equatorial Guinea,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
232,Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Estonia,7.25717,7.38296,7.38296,7.65114,97.0271,97.0271,97.02813,97.02817,97.02871,97.05423,97.05483,97.05584,97.05591,97.05591,97.05591,97.05598,97.05598,97.05796,97.07623,97.07623
238,Falkland Islands (Malvinas),9.36069,10.42409,10.42409,10.42409,10.42409,10.42409,10.42409,10.42409,10.42409,10.42409,10.42409,10.42409,10.42409,10.42409,10.42409,10.42409,10.42409,10.42409,10.42409,10.42409
234,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,16.66667,16.66667,16.66667,16.66667,16.66667,16.66667,16.66667,16.66667
242,Fiji,3.31292,3.33481,3.57778,4.32455,10.09742,10.14862,14.26593,14.56775,14.56775,14.56775,14.56775,14.56775,14.56775,14.56775,14.56775,14.56775,14.56775,14.56775,14.56775,14.56775
246,Finland,53.97575,54.07965,54.08016,54.08327,55.60329,59.24504,59.40616,59.45659,59.47899,59.64182,59.72502,60.68657,60.87466,60.88684,60.89797,60.89995,60.97463,60.97463,60.97488,60.97488
250,France,22.50677,28.86947,42.43826,46.88153,48.80714,53.03054,70.87897,71.71829,73.68663,73.7209,75.79844,77.37555,79.15988,79.73171,80.14953,80.23972,80.24675,80.43714,81.1292,81.1292
254,French Guiana,50.35428,53.48471,53.48471,53.48471,53.48471,53.48471,53.48471,53.48471,53.73818,53.73818,53.73818,53.73818,53.73818,54.29252,54.29252,54.30102,54.30102,54.30114,54.30114,54.30114
258,French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Gabon,30.38588,30.38588,65.69864,65.69864,65.69864,65.69864,65.69864,65.69864,65.69864,65.69864,65.69864,65.69864,65.69864,65.69864,65.69864,65.69864,65.69864,67.02699,67.02699,67.02699
270,Gambia,27.0385,27.0385,27.0385,33.74275,33.74275,33.74275,33.74275,33.74275,33.74275,33.74275,33.74275,33.74275,33.74275,33.74275,33.74275,33.74275,33.74275,33.74275,33.74275,33.74275
268,Georgia,35.63748,35.63748,35.63748,35.63748,35.63748,35.63748,35.63748,35.63748,35.63748,35.63748,35.63748,35.63748,35.63748,35.63748,35.63748,35.63748,35.63748,35.63748,35.63748,35.63748
276,Germany,38.10811,44.75861,44.78105,44.87682,60.66733,61.06231,63.59527,65.71386,68.43515,68.5174,68.58299,69.31167,69.31506,69.33112,69.33112,69.43513,69.43725,69.44827,69.44827,69.44827
288,Ghana,15.94816,15.94816,15.94816,15.94816,15.94816,15.94816,15.94816,15.94816,15.94816,15.94816,15.94816,15.94816,15.94816,15.94816,15.94816,15.94816,15.94816,15.94816,15.94816,15.94816
300,Greece,57.51615,72.00547,76.91274,76.95087,76.95087,77.76556,78.17042,78.17042,79.89344,81.19164,86.08701,86.08701,86.08701,86.08701,86.08701,86.08701,86.08701,86.08701,86.08701,86.08701
304,Greenland,26.0812,26.0812,26.0812,26.0812,26.0812,26.0812,26.0812,26.0812,26.30665,26.30665,26.30665,26.30665,26.30665,26.30665,26.30665,26.30665,26.30665,26.30665,26.30665,26.30665
308,Grenada,0.11729,0.11729,0.11729,0.11729,0.11729,0.11729,0.11729,0.11729,0.11729,0.11729,0.11729,0.11729,0.11729,0.11729,0.11729,0.11729,0.11729,0.11729,0.11729,0.11729
312,Guadeloupe,52.62309,52.62309,52.62309,52.69443,52.69443,52.69443,52.69443,52.69443,52.69443,52.72156,85.7532,85.88873,85.88873,85.88873,85.88873,85.88873,85.88873,85.88873,85.88873,85.88873
316,Guam,47.38756,47.38756,47.38756,47.38756,47.38756,47.38756,47.38756,47.38756,47.38756,47.38756,47.38756,47.38756,47.38756,47.38756,47.38756,47.38756,47.38756,47.38756,47.38756,47.38756
320,Guatemala,35.14668,35.20132,35.42318,35.51644,35.51644,38.46904,38.61048,38.61048,38.61048,38.62532,38.62532,38.62532,38.62532,38.77855,39.98769,39.98769,48.69,48.69,48.69,48.69
324,Guinea,74.28061,74.28061,74.28061,74.28061,74.28061,74.28061,74.28061,74.28061,74.28061,74.28061,74.28061,74.28061,74.28061,74.28061,74.28061,74.28061,74.28061,74.28061,74.28061,74.28061
624,Guinea-Bissau,60.43433,60.43433,60.43433,60.43433,60.43433,60.43433,60.43433,60.43433,60.43433,60.43433,60.43433,60.43433,60.43433,60.43433,60.43433,60.94046,60.94046,60.94046,60.94046,60.94046
332,Haiti,10.69082,10.69082,10.69082,10.69082,10.69082,10.69082,10.69082,10.69082,10.69082,10.69082,10.69082,10.69082,10.69082,10.69082,23.19082,23.19082,23.19082,35.6904,35.6904,35.6904
340,Honduras,41.95769,41.95769,41.95769,41.95769,41.95769,41.95769,41.95769,41.95769,41.95769,41.95769,44.42328,44.42328,44.42328,54.2918,54.2918,54.2918,54.2918,54.2918,54.29314,54.29314
352,Iceland,11.31146,11.31146,11.35561,11.35561,11.79755,11.79755,12.23668,12.23668,12.23668,13.82926,13.82926,14.22751,16.6114,16.6114,16.6114,16.6114,16.6114,16.6114,16.6114,16.6114
356,India,18.80259,18.80259,18.80259,18.80259,18.80259,18.80259,18.80259,18.80259,18.80259,18.80259,18.80259,18.80259,18.80259,18.80259,18.80259,18.80259,18.80259,18.80259,18.80259,18.80259
360,Indonesia,6.65047,6.65047,6.65047,6.77375,7.35595,7.39633,7.53179,8.36992,9.15329,13.89704,14.05558,14.82088,16.60592,19.06207,19.82178,20.55326,23.24678,24.85484,26.06455,26.06455
364,Iran (Islamic Republic of),52.38739,67.99776,67.99776,67.99776,67.99776,67.99776,67.99776,67.99776,67.99776,67.99776,67.99776,67.99776,67.99776,67.99776,67.99776,67.99776,67.99776,67.99776,67.99776,67.99776
368,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,Ireland,63.42134,66.27442,75.47809,75.6039,76.84712,79.54734,81.01754,81.21583,81.31952,82.39988,82.40175,82.98297,83.13509,83.13509,83.13509,83.13509,83.13509,83.13509,83.13509,83.13509
376,Israel,10.82565,10.82565,10.82565,10.82565,10.82565,10.82565,10.82565,10.82565,10.82565,10.82565,10.82565,10.82565,10.82565,10.82565,10.82565,10.82565,10.82565,10.82565,10.82565,10.82565
380,Italy,67.82529,69.75941,69.92827,70.04122,70.05492,74.30728,75.6093,75.93177,75.93178,77.14662,77.15887,77.159,77.15901,77.15904,77.15904,77.15904,77.1661,77.1685,77.1685,77.1685
388,Jamaica,14.36407,14.36407,14.36407,14.36407,14.36407,14.36407,14.36407,14.36407,14.36407,14.36553,14.36553,14.36553,14.36553,14.36553,14.36553,14.36553,14.36553,14.36553,14.36553,14.36553
392,Japan,48.94229,49.03189,50.45931,55.99207,57.79808,58.20648,58.21601,58.22683,58.57424,58.60168,58.61582,58.61613,59.32081,64.37018,64.84668,64.84668,64.84668,64.84668,64.84668,64.84668
404,Kenya,51.93535,51.93535,51.93535,51.93535,51.93535,51.93535,51.93535,51.93535,51.93535,51.93535,51.93535,51.93535,51.93535,51.93535,51.93535,51.93535,51.93535,51.93535,51.93535,51.93535
296,Kiribati,0,0,0,0,0,0,32.92218,32.92218,32.92218,32.92218,32.92218,32.92218,32.92218,32.92218,32.92218,32.92218,32.92218,32.92218,32.92218,32.92218
414,Kuwait,12.94163,12.94163,13.02464,13.02464,13.02464,13.02464,13.02464,13.02464,13.02464,13.02464,13.02464,13.02464,13.02464,13.02464,13.02464,13.02464,32.07588,32.07588,32.07588,32.07588
428,Latvia,64.11595,64.11612,67.4987,67.4987,73.00641,73.00641,73.00641,73.00641,96.1354,96.1354,96.1354,96.1354,96.1354,96.13558,96.13558,96.13558,96.13558,96.13558,96.13558,96.13558
422,Lebanon,0.79478,0.79478,0.79478,0.79478,0.79478,0.79478,0.79478,0.79478,0.79478,0.79478,0.79478,0.79478,12.64733,12.64733,12.64733,12.64733,12.64733,12.64733,12.64733,12.64733
430,Liberia,0,0,0,96.65548,96.65548,96.65548,96.65548,96.65548,96.65548,96.65548,96.65548,96.65548,96.65548,96.65548,96.65548,96.65548,96.65548,96.65548,96.65548,96.65548
434,Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Lithuania,50.28009,50.28009,50.28009,50.28009,66.43606,70.15555,70.15555,70.15555,70.15555,70.15568,70.15568,70.15568,70.15568,79.83452,79.98647,83.44688,83.44688,83.44688,83.44688,83.44688
450,Madagascar,8.49011,8.49011,8.49011,8.49011,8.49011,8.49011,9.65397,9.69794,10.45424,11.45336,11.66532,12.71759,12.92318,12.92318,12.92318,13.78168,13.78168,21.20368,21.20368,21.20368
458,Malaysia,13.71158,13.71158,13.71158,13.71158,13.71158,13.71158,13.71158,13.71158,13.71158,13.71158,13.71158,13.71158,13.71158,13.71158,13.71158,13.71158,13.71158,13.71158,13.71158,13.71158
462,Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,Malta,44.61519,44.61539,44.81581,48.31877,48.33026,48.68701,48.68869,48.72294,48.723,48.723,51.10164,51.10164,51.10164,51.10164,51.10164,51.10164,93.43226,93.43226,93.43226,93.43226
584,Marshall Islands,0,0,5.00006,5.00006,5.905,5.905,6.6857,6.6857,6.6857,6.6857,6.70387,6.70387,7.6229,7.84666,7.84666,7.84666,7.84666,7.84666,7.84666,7.84666
474,Martinique,40.83563,40.83563,40.83642,40.83659,40.91101,40.91512,40.91512,40.91512,40.91512,40.91512,96.65322,96.65322,96.65322,96.65322,96.65322,96.65322,96.65322,99.79539,99.79539,99.79539
478,Mauritania,15.96034,15.96034,15.96034,15.96034,15.96034,15.96034,15.96034,15.96034,15.96034,15.96034,15.96034,15.96034,15.96034,15.96034,15.96034,15.96034,15.96034,15.96034,15.96034,15.96034
480,Mauritius,9.68378,9.68378,9.68378,9.68378,10.90564,10.90564,10.90564,11.05903,11.05903,11.05903,11.05903,11.05903,11.05903,11.05903,11.05903,11.05903,11.05903,11.05903,11.05903,11.05903
175,Mayotte,9.0708,27.22519,36.31603,36.31609,36.31609,45.40689,45.40689,72.57145,72.57145,80.77633,83.07703,83.07703,83.07703,83.07703,83.07703,83.07703,83.45922,83.45922,83.45922,83.45922
484,Mexico,31.65499,31.65499,33.84288,33.8497,43.69653,52.0194,52.0357,52.20401,56.30348,56.59949,57.042,57.89472,57.96345,57.96345,57.97111,57.97325,65.8051,65.81421,65.82571,65.82571
583,Micronesia (Federated States of),1.60129,1.60129,1.60129,1.60129,1.60129,1.60129,1.60129,1.60129,1.60129,1.60129,1.60129,1.60129,1.60129,1.60129,1.60129,1.60129,1.60129,1.60129,1.60129,1.60129
499,Montenegro,4.21E-05,4.21E-05,4.21E-05,4.21E-05,4.21E-05,4.21E-05,4.21E-05,4.21E-05,4.21E-05,4.21E-05,4.21E-05,4.21E-05,4.21E-05,4.21E-05,4.21E-05,4.21E-05,4.21E-05,4.21E-05,4.21E-05,4.21E-05
500,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00299,9.00299,9.00299,9.00299,9.00299,9.00299
504,Morocco,4.87037,4.87037,4.87037,14.21995,17.95718,17.95718,21.64845,21.64845,21.64845,21.70545,21.70545,21.70545,44.95701,44.95701,44.95701,44.95701,44.95701,44.95701,44.95701,44.95701
508,Mozambique,39.66657,39.66657,39.66657,39.66657,39.66657,39.66657,39.66657,39.66657,39.66657,39.66657,39.66657,39.66657,59.66657,59.66657,59.66657,59.66657,59.66657,59.66657,59.66657,59.66657
104,Myanmar,11.43067,11.43067,11.43067,11.43067,11.48276,11.48276,11.48276,11.48276,11.48276,11.48276,11.48276,11.48276,11.48276,11.48276,11.48276,11.48276,11.48276,19.97917,19.97917,19.97917
516,Namibia,22.48379,22.48379,22.48467,22.48467,22.48467,22.48467,22.48467,22.48467,32.79094,67.88468,82.94532,82.94532,82.94532,82.97783,82.97783,82.97783,82.97783,82.97783,82.97783,82.97783
520,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,Netherlands,89.22787,89.22787,90.95567,90.95567,90.95567,92.87874,92.87874,92.87874,94.3583,94.35914,96.32632,96.32632,96.32632,96.32632,96.47783,96.47783,96.47783,96.49904,97.40023,97.40023
540,New Caledonia,5.97775,5.97775,5.97775,5.97775,5.97775,5.97775,5.97775,5.97775,21.41003,25.91729,25.91729,25.91729,25.91729,26.30762,56.39855,56.39855,56.39855,56.39855,56.39855,56.39855
554,New Zealand,39.91495,40.01342,41.89663,41.90696,41.93717,41.94096,41.94228,43.11015,43.3229,43.33165,43.5667,43.63189,43.63191,43.6335,43.74364,44.08417,44.08517,44.08517,44.1089,44.1089
558,Nicaragua,58.71595,58.71595,58.71595,58.71595,58.71595,58.71595,58.71595,58.71595,58.71595,58.71595,58.71595,58.71595,58.71595,58.71595,58.71595,58.71595,58.71595,58.71595,58.71595,58.71595
566,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,Northern Mariana Islands,5.96144,5.96144,5.96144,5.96144,5.96144,5.96144,5.96144,5.96144,5.96144,48.02923,48.02923,48.02923,48.02923,48.02923,48.02923,48.02923,48.02923,48.02923,48.02923,48.02923
578,Norway,33.10545,33.10545,43.56851,50.72998,52.6646,52.76894,54.05426,54.05426,54.07429,54.58139,55.52767,55.53955,55.63382,56.22481,56.22481,56.22661,57.36653,57.36653,57.44655,57.44655
512,Oman,10.38474,10.38474,10.38474,10.38474,10.38474,10.38474,10.38474,10.38474,10.38474,10.38474,10.38474,10.38474,10.38474,10.38474,10.38474,10.38474,10.38474,10.38474,10.38474,10.38474
586,Pakistan,14.58263,14.58263,14.58263,14.58263,14.58263,14.58263,14.58263,14.58263,14.58263,14.58263,14.58263,14.58263,14.58263,14.58263,14.58263,14.58263,14.58263,14.58263,14.58263,14.58263
585,Palau,46.15336,46.15336,46.15336,46.15336,46.15336,46.15336,64.04735,64.04735,70.02914,70.02914,70.02914,70.02914,70.02914,70.02914,70.02914,70.02914,70.02914,70.02914,70.02914,70.02914
591,Panama,31.28183,31.28183,31.28183,31.28183,31.28183,31.28183,31.28183,31.28183,31.28183,31.28183,31.28183,31.28183,31.28183,31.28183,31.28183,31.28183,31.28183,31.28183,31.28183,31.28183
598,Papua New Guinea,1.28666,1.28666,1.6341,1.6341,1.6341,1.6341,1.6341,1.6341,1.6341,1.6341,1.6341,1.6341,1.6341,1.6341,1.6341,1.6341,1.6341,1.6341,1.6341,1.6341
604,Peru,17.70367,17.70367,17.70367,17.70367,17.70367,17.70367,17.70367,17.70367,21.02434,51.64218,51.64218,51.64218,51.64218,51.64218,51.64218,51.64218,51.64218,51.64218,51.64218,51.64218
608,Philippines,29.19754,34.24193,34.29661,36.79261,37.37134,37.38089,37.38089,37.38089,37.38089,37.38089,37.38089,37.38089,37.38089,37.38089,37.99905,37.99905,37.99905,37.99905,37.99905,37.99905
616,Poland,28.43713,28.48477,28.48477,28.49302,84.05295,84.05349,84.0782,89.47257,89.47257,89.48647,89.48647,89.48647,89.48647,89.48647,89.48647,89.48647,89.48647,89.48647,89.51368,89.51368
620,Portugal,41.47144,41.47144,41.47144,41.47144,42.95819,45.96231,46.53283,46.53296,56.23889,56.23889,56.23889,62.38829,62.38835,62.38835,62.38985,65.19943,65.32093,65.32093,65.53717,65.53717
630,Puerto Rico,32.69144,32.69144,32.69144,32.69144,37.81375,37.81375,37.81375,37.81375,37.81375,37.81375,37.81375,37.81375,37.81375,37.81375,37.81375,37.81375,37.81375,37.81375,37.81375,37.81375
634,Qatar,39.97471,39.97471,39.97471,39.97471,39.97471,39.97471,39.97471,39.97471,39.97471,39.97471,39.97471,39.97471,39.97471,39.97471,39.97471,39.97471,39.97471,39.97471,39.97471,39.97471
410,Republic of Korea,20.80521,20.80521,22.24759,22.2833,22.2833,22.28763,27.26278,27.26366,32.00366,32.65369,32.65369,32.82559,36.82559,36.82559,36.82559,36.82716,36.82716,37.02614,38.54986,38.54986
638,Réunion,2.33206,2.33206,2.33206,2.33206,2.33206,2.33206,4.3914,79.61561,79.61561,79.61561,79.81796,79.81796,79.81796,79.81796,79.81796,79.81811,79.81811,79.81811,79.81811,79.81811
642,Romania,52.42659,52.42659,52.42659,52.42659,52.42659,52.42663,52.42663,88.61076,88.61076,88.61076,88.61076,88.61076,88.61076,88.61076,88.61076,88.61076,88.61076,88.61076,88.61076,88.61076
643,Russian Federation,22.94955,22.94955,22.94955,22.94955,22.94956,22.94956,22.94956,22.94956,22.94956,23.63782,23.63782,23.63782,23.63782,23.63782,23.63782,23.63782,23.63782,23.63782,23.63782,23.63782
659,Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96043,0.96043,51.71852,51.71852,51.71852,51.71852
662,Saint Lucia,8.35625,8.35625,8.35625,8.35625,13.25418,13.25418,13.25418,26.24672,26.24672,26.24672,26.24672,26.24672,26.24672,26.24672,26.24672,26.24672,26.24672,26.24672,26.24672,26.24672
670,Saint Vincent and the Grenadines,26.32789,26.32789,26.32789,26.32789,26.32789,26.32789,26.32789,26.32789,26.32789,26.32789,26.32789,26.32789,26.32789,26.32789,26.32789,26.32789,26.32789,26.32789,26.32789,26.32789
882,Samoa,2.42242,2.42242,2.42242,2.42242,2.42242,2.42242,2.42242,2.42242,2.42242,2.42242,2.42242,2.42242,2.42242,2.42242,2.42242,2.42242,2.42242,2.42242,2.42242,2.42242
678,Sao Tome and Principe,0,0,0,0,0,0,82.48755,82.48755,82.48755,82.48755,82.48755,82.48755,82.48755,82.48755,82.48755,82.48755,82.48755,82.48755,82.48755,82.48755
682,Saudi Arabia,25.30987,25.30987,25.30987,25.30987,25.30987,25.30987,25.30987,25.30987,25.30987,25.30987,25.30987,25.30987,25.30987,25.30987,25.30987,25.30987,25.30987,25.30987,25.30987,25.30987
